1	717.2124035428
2	717.2124035428
3	717.2124035428
4	717.2124035428
5	717.2124035428
6	717.2124035428
7	717.2124035428
8	717.2124035428
9	717.2124035428
10	717.2124035428
11	717.2124035428
12	717.2124035428
13	717.2124035428
14	717.2124035428
15	717.2124035428
16	717.2124035428
17	717.2124035428
18	717.2124035428
19	717.2124035428
20	717.2124035428
21	717.2124035428
22	717.2124035428
23	717.2124035428
24	717.2124035428
25	717.2124035428
26	717.2124035428
27	717.2124035428
28	717.2124035428
29	717.2124035428
30	717.2124035428
31	717.2124035428
32	717.2124035428
33	717.2124035428
34	717.2124035428
35	717.2124035428
36	717.2124035428
37	717.2124035428
38	717.2124035428
39	717.2124035428
40	717.2124035428
41	717.2124035428
42	717.2124035428
43	717.2124035428
44	717.2124035428
45	717.2124035428
46	717.2124035428
47	717.2124035428
48	717.2124035428
49	717.2124035428
50	717.2124035428
51	717.2124035428
52	717.2124035428
53	717.2124035428
54	717.2124035428
55	717.2124035428
56	717.2124035428
57	717.2124035428
58	717.2124035428
59	717.2124035428
60	717.2124035428
61	717.2124035428
62	717.2124035428
63	717.2124035428
64	717.2124035428
65	717.2124035428
66	717.2124035428
67	717.2124035428
68	717.2124035428
69	717.2124035428
70	717.2124035428
71	717.2124035428
72	717.2124035428
73	717.2124035428
74	717.2124035428
75	717.2124035428
76	717.2124035428
77	717.2124035428
78	717.2124035428
79	717.2124035428
80	717.2124035428
81	717.2124035428
82	717.2124035428
83	717.2124035428
84	717.2124035428
85	717.2124035428
86	717.2124035428
87	717.2124035428
88	717.2124035428
89	717.2124035428
90	717.2124035428
91	717.2124035428
92	717.2124035428
93	717.2124035428
94	717.2124035428
95	717.2124035428
96	717.2124035428
97	717.2124035428
98	717.2124035428
99	717.2124035428
100	717.2124035428
