1	0.9484655369	-0.0229784449
2	1.2853505275	0.1090215801
3	1.2898901769	0.1105527354
4	1.2612157735	0.1007893936
5	0.9339989551	-0.0296536096
6	1.1038168109	0.0428970040
7	1.0961865715	0.0398844776
8	1.2322268271	0.0906906597
9	1.2322268271	0.0906906597
10	1.2565327372	0.0991738080
11	1.2791590465	0.1069245466
12	0.9727808123	-0.0119850042
13	1.1864816657	0.0742610316
14	1.1712525247	0.0686505400
15	1.1723231787	0.0690473518
16	1.2031281321	0.0803118818
17	1.2444735047	0.0949856547
18	1.2944807434	0.1120955943
19	0.9949126981	-0.0022150262
20	0.9949126981	-0.0022150262
21	1.0098000714	0.0042353971
22	1.0102442801	0.0044264002
23	1.1686358052	0.0676791883
24	1.0638479407	0.0268795573
25	1.1833905045	0.0731280802
26	1.1833905045	0.0731280802
27	1.2900881601	0.1106193895
28	1.1901294698	0.0755942093
29	1.1901294698	0.0755942093
30	1.1901294698	0.0755942093
31	1.1913064244	0.0760234838
32	1.3209193945	0.1208763168
33	1.2827820210	0.1081528644
34	1.3039032605	0.1152453713
35	1.2014304640	0.0796986399
36	1.1620789944	0.0652356510
37	1.1400371312	0.0569189966
38	1.1192841734	0.0489403629
39	1.1192841734	0.0489403629
40	1.0880303561	0.0366410124
41	1.0648370230	0.0272831426
42	0.8428010191	-0.0742749479
43	0.9339978477	-0.0296541245
44	0.8890501685	-0.0510737314
45	0.9336339366	-0.0298233706
46	0.8612040436	-0.0648939397
47	0.9959034383	-0.0017827683
48	0.8965127421	-0.0474435335
49	0.8345868564	-0.0785284591
50	0.9158399814	-0.0381804011
51	1.2100263320	0.0827948213
52	1.2354687476	0.0918317640
53	1.2627491845	0.1013170967
54	1.2981562672	0.1133269744
55	1.2981562672	0.1133269744
56	1.1192574467	0.0489299925
57	0.8710631314	-0.0599503678
58	1.1875381478	0.0746475696
59	0.9897780877	-0.0044621651
60	0.9897780877	-0.0044621651
61	0.9671039699	-0.0145268340
62	0.9212718690	-0.0356121898
63	0.9212718690	-0.0356121898
64	0.8741313619	-0.0584232980
65	0.7988971576	-0.0975091240
66	0.8656581040	-0.0626536009
67	0.8656581040	-0.0626536009
68	0.8530937739	-0.0690032276
69	0.8932996057	-0.0490028577
70	1.0876455571	0.0364873902
71	1.0876455571	0.0364873902
72	1.2500408923	0.0969242202
73	1.4108545572	0.1494822453
74	1.4443158602	0.1596621803
75	1.4047329602	0.1475937727
76	1.4047329602	0.1475937727
77	1.4047329602	0.1475937727
78	0.8425376810	-0.0744106670
79	0.8425376810	-0.0744106670
80	1.6756534879	0.2241842149
81	1.6756534879	0.2241842149
82	1.6461110526	0.2164591309
83	1.1022854424	0.0422940718
84	1.1022854424	0.0422940718
85	0.8128234784	-0.0900037603
86	1.3048824516	0.1155713907
87	1.1332903824	0.0543412032
88	0.8469621019	-0.0721360221
89	0.9133782676	-0.0393493259
90	0.9133782676	-0.0393493259
91	0.9371993451	-0.0281680236
92	0.9371993451	-0.0281680236
93	1.0075120475	0.0032502480
94	1.0075120475	0.0032502480
95	0.8394121368	-0.0760247557
96	0.8394121368	-0.0760247557
97	0.8394121368	-0.0760247557
98	0.8394121368	-0.0760247557
99	0.8642475711	-0.0633618323
100	0.8502325991	-0.0704622476
